Accident_ID,Date,Time,Severity,Weather_Condition,Road_Type,Visibility,Temperature_C,Traffic_Density,Speed_Limit,Traffic_Signal,Lighting_Condition,Vehicle_Count,Driver_Age,Alcohol_Involved,County,Road_Name,Police_Response_Time
322,2024-01-14,09:00:00,Moderate,Rain,Urban,7.283310122435136,-2.341466968949115,93.59372482485595,90,No,Daylight,7,43,No,Mombasa,Nyeri-Nanyuki Road,8
323,2024-01-14,10:00:00,Moderate,Rain,Rural,6.2750995338616855,25.660601981303387,67.22506872941946,30,Yes,Dusk,4,73,No,Thika,Kangundo Road,48
324,2024-01-14,11:00:00,Minor,Snow,Urban,3.4390408196964297,18.348543509254558,48.1277951219237,90,No,Night,2,74,No,Mombasa,Kangundo Road,49
325,2024-01-14,12:00:00,Severe,Fog,Rural,8.326008650102299,26.278399086318366,80.96750362658894,120,Yes,Daylight,8,40,Yes,Nyeri,Kisumu-Busia Road,6
326,2024-01-14,13:00:00,Moderate,Clear,Urban,9.573074859107395,25.069879695833617,95.05328209544089,90,No,Night,5,73,No,Nyeri,Jogoo Road,55
327,2024-01-14,14:00:00,Minor,Rain,Rural,8.301383684227151,27.120082878313482,2.2066148682290843,90,Yes,Dusk,6,69,No,Nyeri,Uhuru Highway,40
328,2024-01-14,15:00:00,Moderate,Fog,Rural,0.5148684993189926,15.720322656184994,98.25212722560387,50,Yes,Night,7,65,No,Mombasa,Thika Superhighway,27
329,2024-01-14,16:00:00,Minor,Fog,Urban,6.5458130167423665,0.6129807277405996,8.613213906368033,120,No,Daylight,1,37,No,Nyeri,Kisumu-Busia Road,49
330,2024-01-14,17:00:00,Minor,Rain,Intersection,0.9857861236999569,21.846298935187548,81.43867792687614,90,No,Night,8,62,No,Kakamega,Kisumu-Busia Road,23
331,2024-01-14,18:00:00,Minor,Snow,Highway,2.9472685931703575,19.818951402078824,28.033475255141248,90,Yes,Night,4,19,No,Machakos,Kisumu-Busia Road,44
332,2024-01-14,19:00:00,Moderate,Rain,Intersection,1.0654846533038311,24.690127487963487,13.217965775387174,120,No,Daylight,9,41,Yes,Machakos,Kangundo Road,12
333,2024-01-14,20:00:00,Minor,Rain,Urban,6.236056803019183,1.7952402420294122,43.98556397138349,120,No,Daylight,1,48,No,Mombasa,Kangundo Road,20
334,2024-01-14,21:00:00,Minor,Clear,Intersection,7.022604178179765,2.799007996011569,64.39565794476135,30,No,Night,2,44,No,Eldoret,Kangundo Road,47
335,2024-01-14,22:00:00,Minor,Clear,Rural,1.5876325616260987,30.61638068877314,38.0951845023475,50,Yes,Night,6,19,No,Thika,Kangundo Road,22
336,2024-01-14,23:00:00,Minor,Snow,Highway,4.146469388927305,24.999111938082834,5.456540828269896,120,No,Dusk,1,74,No,Meru,Thika Superhighway,40
337,2024-01-15,00:00:00,Moderate,Fog,Urban,4.834246835077649,31.32913954801292,59.94611396587166,120,No,Daylight,4,31,No,Thika,Jogoo Road,28
338,2024-01-15,01:00:00,Moderate,Rain,Urban,4.006003706728707,25.34861284655683,90.24032761106747,70,Yes,Night,8,21,Yes,Kakamega,Mombasa-Malindi Highway,5
339,2024-01-15,02:00:00,Minor,Snow,Urban,1.6497375046093339,18.886212239612075,38.32153659472517,120,No,Daylight,5,66,No,Thika,Thika Superhighway,5
340,2024-01-15,03:00:00,Minor,Clear,Highway,4.480004006781016,21.165309481114946,21.633277763082702,50,No,Dusk,9,30,No,Kakamega,Jogoo Road,50
341,2024-01-15,04:00:00,Minor,Rain,Rural,7.636191454179972,30.565116957600395,44.25773459328154,90,Yes,Night,6,53,No,Kakamega,Uhuru Highway,40
342,2024-01-15,05:00:00,Minor,Fog,Urban,1.174572813065927,18.152270180477622,4.836271104878087,90,Yes,Night,1,52,No,Thika,Nakuru-Eldoret Highway,15
343,2024-01-15,06:00:00,Minor,Clear,Intersection,1.2617101337780827,20.295652973135496,82.04875844802748,90,No,Night,6,61,No,Meru,Uhuru Highway,22
344,2024-01-15,07:00:00,Minor,Clear,Urban,3.87032727244185,1.2590686401440232,82.63408109501867,90,No,Daylight,6,71,No,Kakamega,Jogoo Road,20
345,2024-01-15,08:00:00,Minor,Clear,Urban,9.446394260379789,13.95684880464411,58.800046342962844,70,Yes,Dusk,6,72,No,Nyeri,Kisumu-Busia Road,21
346,2024-01-15,09:00:00,Moderate,Snow,Urban,6.851440143867683,23.65588447832396,35.31028889383895,120,Yes,Daylight,8,25,No,Nairobi,Mombasa-Malindi Highway,28
347,2024-01-15,10:00:00,Moderate,Fog,Urban,6.947364588389366,5.837707932654617,79.97833644457833,90,No,Night,6,19,No,Nairobi,Nyeri-Nanyuki Road,38
348,2024-01-15,11:00:00,Minor,Rain,Rural,3.938239912959717,3.090167220981396,55.46870247883672,30,No,Dusk,5,23,No,Nakuru,Meru-Maua Road,8
349,2024-01-15,12:00:00,Minor,Snow,Intersection,6.139777516481115,7.553072328976622,82.59323085500162,90,No,Night,2,48,No,Mombasa,Kangundo Road,39
350,2024-01-15,13:00:00,Moderate,Snow,Rural,0.5962462482635621,4.660025119713339,63.14587925830206,120,Yes,Night,4,71,No,Kisumu,Mombasa Road,19
351,2024-01-15,14:00:00,Minor,Snow,Intersection,6.542912440890651,3.596505481455834,78.44054732127972,90,No,Daylight,5,27,No,Nyeri,Nyeri-Nanyuki Road,6
352,2024-01-15,15:00:00,Moderate,Clear,Urban,9.17622600197425,11.994033714723479,59.856299321776,70,Yes,Night,4,61,No,Nyeri,Nyeri-Nanyuki Road,55
353,2024-01-15,16:00:00,Moderate,Fog,Highway,6.319447949275782,31.313540555341362,41.41410682156662,50,Yes,Dusk,2,38,Yes,Kisumu,Uhuru Highway,35
354,2024-01-15,17:00:00,Minor,Snow,Rural,8.800136637930278,15.282385869548733,95.79458599261376,50,Yes,Night,7,59,No,Mombasa,Kangundo Road,13
355,2024-01-15,18:00:00,Minor,Rain,Highway,7.377744026927891,2.516815232612921,54.11138248788448,120,No,Night,2,27,No,Nairobi,Nakuru-Eldoret Highway,14
356,2024-01-15,19:00:00,Moderate,Fog,Rural,1.6453049558350574,-1.921133224765037,60.50895185405384,50,No,Daylight,1,40,No,Meru,Jogoo Road,57
357,2024-01-15,20:00:00,Minor,Rain,Urban,9.073306419215497,22.846245805517007,22.048763941474924,50,No,Dusk,5,20,No,Kakamega,Kangundo Road,29
358,2024-01-15,21:00:00,Minor,Fog,Rural,1.1312165213798613,10.311950577455512,62.565078942727645,30,Yes,Daylight,1,49,No,Kisumu,Mombasa Road,55
359,2024-01-15,22:00:00,Severe,Rain,Urban,5.572690989203756,27.873237863414374,57.160764948294386,120,No,Night,1,37,No,Meru,Mombasa Road,9
360,2024-01-15,23:00:00,Minor,Clear,Rural,1.8503026760378478,21.380430745630807,18.483839794702494,120,Yes,Daylight,1,27,No,Nakuru,Jogoo Road,18
361,2024-01-16,00:00:00,Minor,Snow,Urban,0.6112128019435886,26.84965802165474,5.958709735314372,50,Yes,Daylight,6,46,No,Kakamega,Nyeri-Nanyuki Road,46
362,2024-01-16,01:00:00,Moderate,Rain,Urban,4.509325471212571,5.87784157673795,60.43593197147711,50,Yes,Daylight,9,58,No,Thika,Kangundo Road,52
363,2024-01-16,02:00:00,Minor,Fog,Intersection,3.3028867227144842,22.694356898442326,76.36922693503206,50,Yes,Daylight,1,69,No,Nyeri,Mombasa Road,42
364,2024-01-16,03:00:00,Minor,Snow,Urban,5.117004691077229,5.562479387748752,52.34013709220082,70,Yes,Night,5,68,No,Kakamega,Jogoo Road,44
365,2024-01-16,04:00:00,Severe,Snow,Intersection,5.983398923978233,32.56273917801166,22.67726253196457,90,Yes,Night,9,63,No,Thika,Meru-Maua Road,6
366,2024-01-16,05:00:00,Minor,Fog,Urban,0.915521186935,20.454971261334975,66.65219766930349,70,No,Dusk,9,51,No,Nairobi,Meru-Maua Road,22
367,2024-01-16,06:00:00,Severe,Rain,Highway,1.6685313036755836,7.9804720070136845,8.010572660960225,120,Yes,Daylight,1,54,No,Thika,Thika Superhighway,33
368,2024-01-16,07:00:00,Severe,Clear,Urban,5.807102766279041,5.7804744916909065,44.183370480195464,30,No,Daylight,8,37,No,Thika,Kangundo Road,57
369,2024-01-16,08:00:00,Minor,Clear,Highway,3.760089855140253,2.6370634028657403,16.33667583984202,90,Yes,Dusk,1,78,No,Eldoret,Mombasa-Malindi Highway,57
370,2024-01-16,09:00:00,Minor,Rain,Highway,7.427148131719756,22.78563835574911,18.445905105988338,30,No,Daylight,8,78,No,Kisumu,Jogoo Road,57
371,2024-01-16,10:00:00,Minor,Snow,Urban,6.696770661623427,3.748624519917092,20.229394915820365,120,No,Dusk,1,25,No,Kakamega,Nyeri-Nanyuki Road,24
372,2024-01-16,11:00:00,Minor,Snow,Highway,8.533241448404114,18.812130637099564,38.67070570439779,120,No,Night,5,24,No,Kisumu,Nakuru-Eldoret Highway,12
373,2024-01-16,12:00:00,Minor,Snow,Intersection,7.07868185335764,5.585401077014293,5.115020562039763,30,No,Dusk,8,23,No,Kakamega,Mombasa Road,41
374,2024-01-16,13:00:00,Moderate,Snow,Rural,4.584345235206407,21.478757791754745,39.77934409290982,30,Yes,Daylight,6,28,No,Nyeri,Kisumu-Busia Road,53
375,2024-01-16,14:00:00,Minor,Rain,Urban,6.893182912747108,27.59758914162157,51.170744711470086,30,Yes,Dusk,9,61,No,Machakos,Kangundo Road,52
376,2024-01-16,15:00:00,Minor,Snow,Highway,3.116121155426476,26.121009725786127,48.329428496632524,120,Yes,Night,1,35,No,Kisumu,Mombasa Road,30
377,2024-01-16,16:00:00,Moderate,Fog,Urban,3.4099782383930206,25.434053237231268,38.27841004030405,50,Yes,Daylight,9,68,No,Kisumu,Thika Superhighway,41
378,2024-01-16,17:00:00,Minor,Snow,Intersection,7.995359019247537,2.508896227690083,83.91466080707525,30,No,Night,1,59,No,Nyeri,Jogoo Road,53
379,2024-01-16,18:00:00,Moderate,Clear,Urban,4.740985405815031,-1.4646021206192517,14.53266924205041,90,No,Night,3,74,No,Kakamega,Nyeri-Nanyuki Road,8
380,2024-01-16,19:00:00,Minor,Snow,Urban,8.084613234924348,22.957953139495423,50.5696743781374,120,No,Dusk,1,46,No,Nyeri,Mombasa Road,37
381,2024-01-16,20:00:00,Minor,Rain,Highway,8.313012549848645,9.733888551774053,6.20414169565543,70,Yes,Night,3,42,No,Meru,Kisumu-Busia Road,26
382,2024-01-16,21:00:00,Moderate,Clear,Intersection,8.646842207782196,12.293849056133894,7.1155678877909745,70,No,Daylight,2,38,Yes,Thika,Nakuru-Eldoret Highway,10
383,2024-01-16,22:00:00,Moderate,Rain,Rural,9.20803474049147,-3.7540362882643574,57.38658496770963,90,Yes,Night,2,63,Yes,Nyeri,Jogoo Road,37
384,2024-01-16,23:00:00,Moderate,Rain,Rural,4.594359594876314,5.383057971001968,56.6018424887821,50,No,Night,9,20,No,Kakamega,Jogoo Road,32
385,2024-01-17,00:00:00,Moderate,Clear,Highway,3.5292347740508188,-3.652943845021439,87.8033512844457,30,No,Dusk,8,35,No,Nairobi,Mombasa-Malindi Highway,28
386,2024-01-17,01:00:00,Moderate,Rain,Urban,6.030888092644082,30.16743090404991,55.78736756600732,120,No,Night,1,41,No,Nyeri,Thika Superhighway,8
387,2024-01-17,02:00:00,Minor,Rain,Highway,4.026138022657462,4.735867328741218,95.97910204048502,30,No,Dusk,4,64,No,Mombasa,Jogoo Road,6
388,2024-01-17,03:00:00,Minor,Snow,Highway,6.210204584602213,17.293486782920322,4.869484839992976,120,No,Dusk,1,55,Yes,Nyeri,Nyeri-Nanyuki Road,17
389,2024-01-17,04:00:00,Moderate,Fog,Highway,7.203065695116334,-3.4408271735547835,9.800768478074106,70,Yes,Daylight,1,27,No,Kisumu,Jogoo Road,50
390,2024-01-17,05:00:00,Moderate,Rain,Urban,7.039847675675301,21.67389565222632,4.40658615703814,30,No,Daylight,4,44,No,Meru,Mombasa-Malindi Highway,53
391,2024-01-17,06:00:00,Severe,Rain,Intersection,4.058252426691153,7.9210938301637555,18.527685033354004,90,Yes,Daylight,2,29,No,Eldoret,Thika Superhighway,15
392,2024-01-17,07:00:00,Minor,Rain,Highway,2.085171916138152,30.91676747830663,54.12701109416781,50,Yes,Daylight,3,24,No,Nyeri,Kangundo Road,39
393,2024-01-17,08:00:00,Minor,Snow,Urban,4.590028715390972,30.52472755736143,64.5572181427428,90,Yes,Dusk,9,34,No,Machakos,Uhuru Highway,43
394,2024-01-17,09:00:00,Moderate,Fog,Intersection,1.8546443687781329,8.011624734469912,4.55851579486688,50,Yes,Night,2,18,No,Mombasa,Kangundo Road,14
395,2024-01-17,10:00:00,Minor,Clear,Highway,8.95592183424618,31.038435827618713,94.59708898455993,30,Yes,Daylight,4,75,No,Nairobi,Meru-Maua Road,47
396,2024-01-17,11:00:00,Severe,Snow,Rural,3.7858358770096454,34.846306939951155,84.2165376650381,30,Yes,Daylight,1,67,No,Nyeri,Mombasa-Malindi Highway,14
397,2024-01-17,12:00:00,Moderate,Snow,Intersection,1.967367598621576,28.016626564957924,29.661248215709314,50,Yes,Daylight,2,43,No,Thika,Jogoo Road,12
398,2024-01-17,13:00:00,Minor,Fog,Highway,0.7417537191046333,28.794853910209156,7.718753022646796,70,Yes,Night,5,32,No,Thika,Thika Superhighway,9
399,2024-01-17,14:00:00,Moderate,Fog,Intersection,6.635312669721601,4.960349444363597,16.98870732190573,120,No,Daylight,1,68,No,Mombasa,Kangundo Road,27
400,2024-01-17,15:00:00,Moderate,Snow,Intersection,6.550572015820061,18.06809595431025,12.694441375497266,90,No,Night,7,77,No,Kisumu,Kangundo Road,38
401,2024-01-17,16:00:00,Minor,Clear,Intersection,3.735739582522271,-2.309763441305286,12.328377929894685,90,Yes,Dusk,4,50,No,Nakuru,Meru-Maua Road,51
402,2024-01-17,17:00:00,Severe,Snow,Intersection,1.1812629440526845,-1.2032825271332115,51.85616886657339,90,Yes,Dusk,6,79,No,Kisumu,Kangundo Road,36
403,2024-01-17,18:00:00,Minor,Fog,Intersection,4.391474501504704,34.95570448133162,24.58474424934003,30,Yes,Dusk,8,54,No,Mombasa,Mombasa-Malindi Highway,20
404,2024-01-17,19:00:00,Moderate,Clear,Intersection,3.456566203102239,8.065569977036438,35.81397165291445,90,No,Night,6,64,No,Kisumu,Kangundo Road,8
405,2024-01-17,20:00:00,Minor,Fog,Highway,6.932646077482589,24.927356481953854,98.95053333843225,120,No,Daylight,2,48,Yes,Thika,Nyeri-Nanyuki Road,58
406,2024-01-17,21:00:00,Moderate,Clear,Rural,6.254902869800558,27.26660212107266,68.43142489253448,120,Yes,Daylight,1,52,No,Meru,Meru-Maua Road,32
407,2024-01-17,22:00:00,Minor,Rain,Urban,3.96364041787663,29.320930840289165,94.89806670470014,50,Yes,Daylight,8,18,No,Nakuru,Thika Superhighway,52
408,2024-01-17,23:00:00,Minor,Fog,Intersection,2.569979265422406,34.90513189608626,14.255655503311559,30,No,Daylight,8,25,No,Thika,Thika Superhighway,48
409,2024-01-18,00:00:00,Severe,Fog,Urban,9.886341678478123,4.659859410274713,38.21394748325693,120,No,Daylight,9,29,No,Nairobi,Kangundo Road,18
410,2024-01-18,01:00:00,Minor,Snow,Highway,4.813015401363091,-3.3859669256120117,55.47318032823543,70,Yes,Night,6,76,No,Thika,Mombasa-Malindi Highway,16
411,2024-01-18,02:00:00,Minor,Fog,Intersection,7.038605239912252,11.447660719783439,7.675806188873802,30,Yes,Dusk,1,71,No,Kisumu,Mombasa-Malindi Highway,25
412,2024-01-18,03:00:00,Severe,Fog,Rural,1.8352531919944273,0.20322679315787795,0.41874436279578653,30,Yes,Daylight,9,74,No,Meru,Nakuru-Eldoret Highway,52
413,2024-01-18,04:00:00,Severe,Rain,Urban,5.113102146764279,-4.102964433517795,67.04343337969175,120,Yes,Dusk,3,36,No,Nakuru,Mombasa Road,20
414,2024-01-18,05:00:00,Minor,Fog,Intersection,0.7615988387599222,9.417073085659444,64.18195168014353,70,No,Night,6,42,No,Nyeri,Nyeri-Nanyuki Road,58
415,2024-01-18,06:00:00,Moderate,Rain,Highway,5.301823620149275,26.34953004300946,41.07888099996118,50,No,Night,9,74,No,Nakuru,Nakuru-Eldoret Highway,48
416,2024-01-18,07:00:00,Minor,Rain,Rural,9.658165367618173,17.647227649002836,48.96440760320326,120,Yes,Daylight,3,49,No,Thika,Mombasa Road,6
417,2024-01-18,08:00:00,Minor,Rain,Urban,4.149963773365102,7.511119568414163,41.54430005920896,70,Yes,Night,5,29,No,Nyeri,Uhuru Highway,27
418,2024-01-18,09:00:00,Minor,Rain,Urban,0.8704621194616601,21.17368021970879,2.4005044844888856,30,Yes,Dusk,5,30,No,Mombasa,Kisumu-Busia Road,33
419,2024-01-18,10:00:00,Moderate,Clear,Intersection,0.7940800137337636,4.280727212352428,33.537160621746246,70,No,Daylight,7,45,No,Kakamega,Mombasa Road,50
420,2024-01-18,11:00:00,Moderate,Snow,Rural,4.18587421949526,-4.424742157116599,17.708225539728982,30,Yes,Daylight,4,18,No,Thika,Kisumu-Busia Road,47
421,2024-01-18,12:00:00,Moderate,Clear,Rural,2.0202368964003434,25.574135457457096,9.842418910136875,120,Yes,Dusk,4,68,No,Machakos,Meru-Maua Road,13
422,2024-01-18,13:00:00,Moderate,Fog,Rural,0.7218449151177662,19.949723394560365,95.67204338893498,120,Yes,Daylight,7,23,No,Thika,Kangundo Road,58
423,2024-01-18,14:00:00,Minor,Clear,Rural,7.68402933252668,25.4921049800384,59.935972504216565,90,No,Daylight,9,25,No,Mombasa,Mombasa Road,11
424,2024-01-18,15:00:00,Minor,Clear,Highway,4.855968584377962,-3.4424793324933756,72.86562842366027,90,Yes,Dusk,4,21,No,Nakuru,Mombasa-Malindi Highway,33
425,2024-01-18,16:00:00,Minor,Fog,Rural,3.247825333740218,28.48478511322609,31.53637432661175,90,No,Daylight,4,22,No,Nairobi,Nyeri-Nanyuki Road,48
426,2024-01-18,17:00:00,Minor,Fog,Urban,9.050790238656568,19.781048001452135,39.31471294940152,120,Yes,Daylight,6,42,No,Nyeri,Uhuru Highway,21
427,2024-01-18,18:00:00,Minor,Fog,Urban,1.6033201219049933,17.535814028505605,23.692399389672346,50,Yes,Dusk,6,39,No,Machakos,Thika Superhighway,13
428,2024-01-18,19:00:00,Moderate,Clear,Highway,9.581228875075533,19.984561924581264,9.696567096542474,120,Yes,Night,7,45,No,Kakamega,Nakuru-Eldoret Highway,10
429,2024-01-18,20:00:00,Minor,Clear,Urban,3.482683815084852,29.577329874734566,17.90316374415838,70,No,Dusk,1,56,No,Mombasa,Kangundo Road,48
430,2024-01-18,21:00:00,Minor,Fog,Urban,8.939834886932472,18.47746026235628,79.75140452964858,120,Yes,Daylight,3,40,No,Kakamega,Nakuru-Eldoret Highway,24
431,2024-01-18,22:00:00,Minor,Snow,Rural,6.227957326554884,18.238015195527172,67.75458051837758,120,Yes,Dusk,9,21,No,Eldoret,Nakuru-Eldoret Highway,14
432,2024-01-18,23:00:00,Moderate,Snow,Urban,8.353719917544131,34.62716628263063,54.69288759854769,30,No,Daylight,6,69,No,Machakos,Jogoo Road,13
433,2024-01-19,00:00:00,Moderate,Rain,Highway,9.84812505049941,25.26920668274272,47.508987286676806,30,No,Daylight,6,21,Yes,Machakos,Nakuru-Eldoret Highway,16
434,2024-01-19,01:00:00,Minor,Fog,Rural,3.2398516592780844,12.691752218045412,92.24342836561244,30,No,Dusk,5,79,No,Eldoret,Nakuru-Eldoret Highway,37
435,2024-01-19,02:00:00,Minor,Rain,Intersection,9.630787111372133,23.29588000131711,7.273494777866841,120,Yes,Daylight,3,64,No,Machakos,Jogoo Road,36
436,2024-01-19,03:00:00,Moderate,Snow,Rural,4.200078001572994,10.56921886767154,28.060081323791596,50,No,Night,5,76,Yes,Thika,Jogoo Road,38
437,2024-01-19,04:00:00,Minor,Rain,Highway,4.162363095000762,4.15501849933996,34.9937853570714,70,Yes,Daylight,1,38,No,Eldoret,Nyeri-Nanyuki Road,23
438,2024-01-19,05:00:00,Moderate,Fog,Rural,3.7336774904178043,18.874075075510376,78.24258122127878,70,No,Dusk,3,54,No,Nakuru,Mombasa Road,37
439,2024-01-19,06:00:00,Moderate,Fog,Rural,5.643372269802059,32.12728392455806,99.25146201619714,50,No,Night,4,73,No,Eldoret,Mombasa Road,52
440,2024-01-19,07:00:00,Minor,Fog,Highway,1.9643779101956274,32.16558080061851,24.067051475715306,50,No,Night,5,58,No,Nakuru,Nyeri-Nanyuki Road,20
441,2024-01-19,08:00:00,Minor,Clear,Rural,5.7602591109011065,8.676211124219613,87.43073341370805,70,Yes,Daylight,9,19,No,Nairobi,Jogoo Road,54
442,2024-01-19,09:00:00,Severe,Rain,Highway,5.646195717895038,16.107098648867797,83.06227604317912,90,Yes,Dusk,4,76,No,Kisumu,Kisumu-Busia Road,54
443,2024-01-19,10:00:00,Minor,Snow,Highway,7.738067219746265,3.465435942794448,22.46573976417666,30,Yes,Daylight,3,24,No,Machakos,Thika Superhighway,27
444,2024-01-19,11:00:00,Minor,Snow,Intersection,8.419674638407063,34.825244379955336,39.933258019922256,30,Yes,Daylight,1,66,No,Nyeri,Nyeri-Nanyuki Road,30
445,2024-01-19,12:00:00,Moderate,Snow,Urban,4.684192827968029,34.24471631471743,40.96728692925191,70,Yes,Dusk,6,33,No,Nyeri,Uhuru Highway,49
446,2024-01-19,13:00:00,Severe,Clear,Urban,3.3721658688391907,20.980357188297894,97.82206685265584,50,Yes,Dusk,7,34,No,Kisumu,Nyeri-Nanyuki Road,58
447,2024-01-19,14:00:00,Severe,Clear,Rural,2.9636815245123973,27.176562387098933,18.089190137889833,90,Yes,Daylight,8,37,No,Meru,Jogoo Road,48
448,2024-01-19,15:00:00,Moderate,Fog,Rural,2.3489264486962833,23.604006451348,79.91579711047821,70,Yes,Night,1,75,No,Thika,Kisumu-Busia Road,45
449,2024-01-19,16:00:00,Minor,Snow,Intersection,1.0476520308907364,18.726328761578728,33.419271417310995,30,Yes,Daylight,4,40,No,Machakos,Kangundo Road,41
450,2024-01-19,17:00:00,Minor,Clear,Intersection,3.753255798929777,-2.866080120444092,73.08703457761604,120,No,Night,5,51,No,Machakos,Jogoo Road,13
451,2024-01-19,18:00:00,Moderate,Fog,Intersection,3.067353075242441,13.190573702106441,42.001100429566286,50,No,Daylight,2,28,No,Kisumu,Meru-Maua Road,34
452,2024-01-19,19:00:00,Minor,Snow,Highway,9.68096516573087,21.99145208669642,57.835976311654,120,Yes,Dusk,1,51,No,Nakuru,Meru-Maua Road,17
453,2024-01-19,20:00:00,Minor,Rain,Intersection,5.798233849375417,22.101264555347385,83.26117733261312,70,Yes,Night,8,50,Yes,Thika,Thika Superhighway,52
454,2024-01-19,21:00:00,Severe,Fog,Intersection,3.7991318707898216,9.924904736895343,80.41655649838842,30,Yes,Dusk,6,43,No,Mombasa,Jogoo Road,46
455,2024-01-19,22:00:00,Minor,Clear,Rural,6.014442209440112,32.667679466321225,86.64231835397001,90,Yes,Dusk,5,19,No,Nyeri,Mombasa-Malindi Highway,20
456,2024-01-19,23:00:00,Minor,Clear,Intersection,1.8223686627841074,1.69428128947124,5.961732534465902,120,No,Dusk,9,78,No,Mombasa,Meru-Maua Road,50
457,2024-01-20,00:00:00,Minor,Fog,Highway,4.718415617420928,15.014377848622424,69.20505530397449,90,No,Dusk,2,40,No,Eldoret,Nakuru-Eldoret Highway,6
458,2024-01-20,01:00:00,Minor,Fog,Highway,6.449226053500106,22.63535906203291,13.998737672176286,30,Yes,Dusk,8,58,No,Nakuru,Kangundo Road,35
459,2024-01-20,02:00:00,Minor,Clear,Rural,5.144529402028288,22.88543223567237,41.5818568018411,120,No,Daylight,9,39,No,Meru,Nakuru-Eldoret Highway,55
460,2024-01-20,03:00:00,Minor,Rain,Intersection,4.31689860621608,20.94555827075262,54.858841505468845,90,No,Night,1,75,No,Mombasa,Uhuru Highway,47
461,2024-01-20,04:00:00,Minor,Snow,Intersection,9.941559694547133,6.011528538074407,40.273948474683074,90,Yes,Daylight,7,51,No,Nyeri,Thika Superhighway,23
462,2024-01-20,05:00:00,Moderate,Rain,Highway,8.862990240414806,1.2482627474648789,51.961167580300746,120,Yes,Daylight,8,77,No,Nyeri,Uhuru Highway,15
463,2024-01-20,06:00:00,Moderate,Fog,Intersection,6.422356602514681,20.437613073068434,99.65263087986192,30,Yes,Daylight,3,32,No,Nyeri,Uhuru Highway,18
464,2024-01-20,07:00:00,Minor,Rain,Intersection,5.909084931231686,18.97208464557751,13.521731371285473,90,Yes,Dusk,4,27,No,Nairobi,Meru-Maua Road,51
465,2024-01-20,08:00:00,Severe,Clear,Intersection,6.396274558333548,2.174240411569639,67.54560453364256,70,No,Daylight,3,32,Yes,Machakos,Jogoo Road,29
466,2024-01-20,09:00:00,Minor,Fog,Urban,2.412465024313116,23.205565822822535,39.600096638561524,120,Yes,Night,7,59,No,Mombasa,Mombasa Road,11
467,2024-01-20,10:00:00,Minor,Snow,Rural,4.253808561011027,13.206879669346257,13.300979890732878,50,No,Daylight,9,46,No,Eldoret,Meru-Maua Road,19
468,2024-01-20,11:00:00,Moderate,Clear,Urban,0.8748655624635435,21.710423664126118,15.873676337430954,50,Yes,Dusk,3,74,Yes,Mombasa,Nyeri-Nanyuki Road,34
469,2024-01-20,12:00:00,Minor,Clear,Rural,5.017687356124854,28.49468319080603,94.92731062456168,30,No,Night,6,40,No,Eldoret,Mombasa Road,35
470,2024-01-20,13:00:00,Severe,Snow,Highway,5.6587335475978,1.7891371430769265,87.9601496711762,70,Yes,Night,8,76,No,Nyeri,Jogoo Road,28
471,2024-01-20,14:00:00,Minor,Snow,Intersection,2.6636224929804913,-4.234205280126533,90.70419604150219,90,Yes,Night,6,34,No,Thika,Uhuru Highway,59
472,2024-01-20,15:00:00,Severe,Rain,Rural,9.65827404807238,26.164103455831473,99.15327758273865,50,No,Night,2,77,No,Eldoret,Kisumu-Busia Road,29
473,2024-01-20,16:00:00,Minor,Fog,Urban,9.139818803903799,19.387897006104637,20.831539000851794,30,No,Daylight,7,26,No,Nakuru,Thika Superhighway,12
474,2024-01-20,17:00:00,Moderate,Snow,Intersection,7.3603607368311055,22.98558278488487,35.543933736406174,70,No,Dusk,2,67,No,Machakos,Jogoo Road,34
475,2024-01-20,18:00:00,Minor,Snow,Highway,5.567172973270944,28.5261989995457,66.92190299248666,70,Yes,Night,2,53,No,Machakos,Kisumu-Busia Road,40
476,2024-01-20,19:00:00,Severe,Fog,Rural,8.764707016653007,27.11243739298002,48.38025398606472,30,No,Night,2,26,No,Nairobi,Kangundo Road,54
477,2024-01-20,20:00:00,Minor,Snow,Rural,1.7411972663228976,33.436805877152985,41.83895333783335,30,No,Dusk,1,33,No,Kakamega,Uhuru Highway,18
478,2024-01-20,21:00:00,Minor,Snow,Rural,8.009843045611408,16.437403154084727,35.781124933559305,90,No,Daylight,1,53,No,Mombasa,Nakuru-Eldoret Highway,33
479,2024-01-20,22:00:00,Severe,Rain,Intersection,1.6857977326850588,14.539825306396214,59.37806319434522,30,No,Night,7,65,No,Kisumu,Nyeri-Nanyuki Road,31
480,2024-01-20,23:00:00,Minor,Clear,Urban,8.04500129421935,11.075487995629203,57.5593428640082,90,No,Daylight,5,68,Yes,Nairobi,Kisumu-Busia Road,57
481,2024-01-21,00:00:00,Moderate,Clear,Urban,3.119791898387891,1.1476417137681816,16.14578340642401,90,No,Daylight,3,50,No,Kisumu,Jogoo Road,54
482,2024-01-21,01:00:00,Moderate,Clear,Rural,8.832360519672795,17.9042893152809,47.173983751843906,120,No,Daylight,1,72,No,Kakamega,Nakuru-Eldoret Highway,40
483,2024-01-21,02:00:00,Minor,Clear,Highway,9.46839989134128,6.08050097303915,55.347177620984986,70,No,Daylight,6,48,No,Machakos,Meru-Maua Road,38
